Frequency,EarTag,Alive,Point,UTMZone,Easting,Northing,Azimuth,Date,Time_O,Time,AM_PM,Line,Wind,Rain,Temp,Clouds,Notes,SampleTimeCat,SampleTimeGeneral,Observer,Grid
149.142,A6704,Yes,1,22,279215,5359442,342,2017-07-13,16:40:31,164031,PM,1,Mild,Clear,Warm,2out8,,EarlyEvening,Evening,TH,BL
149.142,A6704,Yes,2,22,278939,5359617,79,2017-07-13,17:14:17,171417,PM,2,Mild,Clear,Warm,2out9,,EarlyEvening,Evening,TH,BL
149.142,A6704,Yes,3,22,278674,5359835,108,2017-07-13,17:42:52,174252,PM,3,Mild,Clear,Warm,2out10,,EarlyEvening,Evening,TH,BL
149.142,A6704,Yes,1,22,279212,5359446,22,2017-07-16,10:18:52,101852,AM,1,Mild,Clear,Warm,1out8,"Strong, prob close",LateMorning,Morning,MR,BL
149.142,A6704,Yes,2,22,278951,5359709,116,2017-07-16,11:10:13,111013,AM,2,Mild,Clear,Warm,1out8,,LateMorning,Morning,MR,BL
149.142,A6704,Yes,3,22,278647,5359881,,2017-07-16,11:57:09,115709,AM,,Calm,Clear,Warm,1out8,Not heard,LateMorning,Morning,MR,BL
149.142,A6704,Yes,4,22,278830,5359752,,2017-07-16,12:11:40,121140,AM,,Calm,Clear,Warm,1out8,Not heard,EarlyAfternoon,Afternoon,MR,BL
149.142,A6704,Yes,5,22,279331,5359461,324,2017-07-16,12:32:07,123207,AM,3,Calm,Clear,Warm,1out8,,EarlyAfternoon,Afternoon,MR,BL
149.142,A6704,Yes,1,22,279214,5359441,37,2017-07-16,16:52:52,165252,PM,1,Mild,Clear,Warm,1out8,,EarlyEvening,Evening,MR,BL
149.142,A6704,Yes,2,22,278952,5359712,90,2017-07-16,17:22:43,172243,PM,2,Mild,Clear,Warm,1out8,,EarlyEvening,Evening,MR,BL
149.142,A6704,Yes,4,22,278932,5359538,84,2017-07-16,18:16:31,181631,PM,3,Calm,Clear,Warm,1out8,,LateEvening,Evening,MR,BL
149.142,A6704,Yes,5,22,279326,5359461,352,2017-07-16,18:25:46,182546,PM,4,Mild,Clear,Warm,1out8,,LateEvening,Evening,MR,BL
149.142,A6704,Yes,1,22,279214,5359445,25,2017-07-19,9:12:35,91235,AM,1,Mild,Clear,Mild,8out8,Very strong,EarlyMorning,Morning,MR,BL
149.142,A6704,Yes,2,22,278951,5359713,98,2017-07-19,9:59:57,95957,AM,2,Calm,Clear,Warm,6out8,Interferences in the signal,EarlyMorning,Morning,MR,BL
149.142,A6704,Yes,5,22,279325,5359463,358,2017-07-19,11:38:01,113801,AM,3,Calm,Clear,Warm,1out8,Triangulated,LateMorning,Morning,MR,BL
149.142,A6704,Yes,6,22,279214,5359447,8,2017-07-19,16:35:05,163505,PM,1,Mild,Clear,Warm,7out8,,EarlyEvening,Evening,MR,BL
149.142,A6704,Yes,7,22,278949,5359713,84,2017-07-19,17:16:33,171633,PM,2,Mild,Clear,Warm,7out8,,EarlyEvening,Evening,MR,BL
149.142,A6704,Yes,8,22,278860,5359958,118,2017-07-19,17:54:25,175425,PM,3,Calm,Clear,Warm,5out8,Triangulated,EarlyEvening,Evening,MR,BL
149.142,A6704,No,1,22,279217,5359445,22,2017-07-22,9:51:26,95126,AM,1,Mild,Clear,Mild,8out8,On BloomField Wide view,EarlyMorning,Morning,MR,BL
149.142,A6704,No,2,22,279327,5359463,346,2017-07-22,10:08:52,100852,AM,1,Calm,Clear,Warm,8out8,Very strong,LateMorning,Morning,MR,BL
149.142,A6704,No,3,22,278952,5359714,102,2017-07-22,10:40:15,104015,AM,3,Calm,Clear,Warm,8out8,Triangulated,LateMorning,Morning,MR,BL
149.142,A6704,No,1,22,279214,5359445,11,2017-07-24,9:48:06,94806,AM,1,Strong,Clear,Mild,1out8,,EarlyMorning,Morning,MR,BL
149.142,A6704,No,2,22,279244,5359799,124,2017-07-24,10:26:29,102629,AM,2,Strong,Clear,Mild,1out8,,LateMorning,Morning,MR,BL
149.142,A6704,No,3,22,278979,5359907,109,2017-07-24,11:07:05,110705,AM,3,Strong,Clear,Warm,2out8,,LateMorning,Morning,MR,BL
149.142,A6704,No,1,22,279214,5359444,36,2017-08-16,12:04:34,120434,PM,2,,,,,,EarlyAfternoon,Afternoon,MR,BL
149.142,A6704,No,5,22,278934,5359533,86,2017-08-16,12:39:54,123954,PM,3,,,,,,EarlyAfternoon,Afternoon,MR,BL
149.142,A6704,No,2,22,278949,5359714,104,2017-08-16,12:50:00,125000,PM,4,,,,,,EarlyAfternoon,Afternoon,MR,BL
149.142,A6704,No,6,22,279243,5359794,148,2017-08-16,,0,,1,,,,,,,,MR,BL
149.142,A6704,No,1,22,279215,5359443,30,2017-08-19,16:10:01,161001,PM,1,Calm,Clear,Warm,7out8,,LateAfternoon,Afternoon,MR,BL
149.142,A6704,No,6,22,278935,5359538,90,2017-08-19,16:20:27,162027,PM,2,Calm,Clear,Mild,1out8,,LateAfternoon,Afternoon,MR,BL
149.142,A6704,No,7,22,279146,5359872,149,2017-08-19,17:06:00,170600,PM,3,Calm,Clear,Mild,1out8,,EarlyEvening,Evening,MR,BL
149.142,A6704,No,1,22,279215,5359445,39,2017-08-20,9:25:11,92511,AM,1,Mild,Clear,Mild,8out8,,EarlyMorning,Morning,MR,BL
149.142,A6704,No,2,22,279141,5359873,149,2017-08-20,9:37:21,93721,AM,2,Mild,Clear,Mild,8out8,,EarlyMorning,Morning,MR,BL
149.142,A6704,No,5,22,278733,5359800,116,2017-08-20,11:34:45,113445,AM,3,Mild,Clear,Warm,2out8,"Not great, very faint",LateMorning,Morning,MR,BL
149.142,A6704,No,6,22,278946,5359710,110,2017-08-20,11:55:53,115553,AM,3,Mild,Clear,Warm,6out8,,LateMorning,Morning,MR,BL
149.142,A6704,Yes,1,22,279215,5359446,28,2017-08-21,9:53:44,95344,AM,1,Strong,Drizzle,Mild,8out8,Was dead when last heard,EarlyMorning,Morning,MR,BL
149.142,A6704,Yes,2,22,279142,5359874,134,2017-08-21,10:10:40,101040,AM,2,Mild,Clear,Mild,8out8,Was dead when last heard,LateMorning,Morning,MR,BL
149.142,A6704,No,5,22,278948,5359706,88,2017-08-21,11:53:22,115322,AM,3,Mild,Clear,Warm,5out8,,LateMorning,Morning,MR,BL
149.142,A6704,No,6,22,278935,5359529,70,2017-08-21,12:24:31,122431,PM,4,Mild,Clear,Warm,7out8,,EarlyAfternoon,Afternoon,MR,BL
149.142,A6704,No,1,22,279213,5359444,32,2017-08-22,13:57:48,135748,PM,1,Very Strong,Clear,Warm,1out8,,EarlyAfternoon,Afternoon,MR,BL
149.142,A6704,No,2,22,278950,5359713,99,2017-08-22,14:50:45,145045,PM,2,Very Strong,Clear,Warm,1out8,,LateAfternoon,Afternoon,MR,BL
149.142,A6704,No,6,22,279145,5359872,141,2017-08-22,16:47:31,164731,PM,3,Strong,Clear,Warm,1out8,,EarlyEvening,Evening,MR,BL
149.142,A6704,No,7,22,279327,5359466,0,2017-08-22,17:13:32,171332,PM,4,Strong,Clear,Warm,1out8,,EarlyEvening,Evening,MR,BL
149.142,A6704,No,1,22,279215,5359442,30,2017-08-23,10:31:10,103110,AM,1,Calm,Clear,Warm,8out8,,LateMorning,Morning,MR,BL
149.142,A6704,No,2,22,278950,5359715,71,2017-08-23,11:12:41,111241,AM,2,Mild,Clear,Warm,8out8,,LateMorning,Morning,MR,BL
149.142,A6704,No,5,22,278844,5359888,107,2017-08-23,12:48:35,124835,PM,3,Mild,Clear,Warm,2out8,,EarlyAfternoon,Afternoon,MR,BL
149.142,A6704,No,6,22,279147,5359873,140,2017-08-23,13:22:47,132247,PM,3,Mild,Clear,Warm,2out8,,EarlyAfternoon,Afternoon,MR,BL
149.193,A3722,No,1,22,279215,5359447,252,2017-06-27,18:35:14,183514,PM,1,Strong,Clear,Mild,1out8,Very strong,LateEvening,Evening,MR,BL
149.193,A3722,No,2,22,279221,5360024,,2017-06-27,19:13:36,191336,PM,,Mild,Clear,Warm,1out8,Not heard,LateEvening,Evening,MR,BL
149.193,A3722,No,3,22,279037,5359562,223,2017-06-27,19:58:13,195813,PM,2,Calm,Clear,Mild,1out8,,LateEvening,Evening,MR,BL
149.193,A3722,No,4,22,278833,5359753,152,2017-06-27,20:42:02,204202,PM,3,Calm,Clear,Mild,1out8,,LateEvening,Evening,MR,BL
149.193,A3722,No,1,22,279213,5359444,244,2017-06-28,7:08:17,70817,AM,1,Calm,Clear,Mild,8out8,,EarlyMorning,Morning,MR,BL
149.193,A3722,No,2,22,279188,5360019,178,2017-06-28,7:45:06,74506,AM,,Calm,Clear,Mild,8out8,Weak,EarlyMorning,Morning,MR,BL
149.193,A3722,No,3,22,278923,5359524,114,2017-06-28,8:39:05,83905,AM,3,Calm,Clear,Mild,8out8,,EarlyMorning,Morning,MR,BL
149.193,A3722,No,1,22,279212,5359446,210,2017-07-16,10:14:28,101428,AM,1,Mild,Clear,Warm,1out8,,LateMorning,Morning,MR,BL
149.193,A3722,No,2,22,278951,5359709,157,2017-07-16,11:00:44,110044,AM,2,Mild,Clear,Warm,1out8,,LateMorning,Morning,MR,BL
149.193,A3722,No,3,22,278647,5359881,,2017-07-16,11:52:13,115213,AM,,Calm,Clear,Warm,1out8,Not heard,LateMorning,Morning,MR,BL
149.193,A3722,No,4,22,278830,5359752,150,2017-07-16,12:11:17,121117,PM,3,Calm,Clear,Warm,1out8,,EarlyAfternoon,Afternoon,MR,BL
149.193,A3722,No,1,22,279214,5359445,274,2017-07-19,9:28:44,92844,AM,1,Mild,Clear,Mild,7out8,Strong. Prob very close,EarlyMorning,Morning,MR,BL
149.193,A3722,No,2,22,278951,5359713,164,2017-07-19,10:12:38,101238,AM,2,Calm,Clear,Warm,6out8,,LateMorning,Morning,MR,BL
149.193,A3722,No,4,22,278808,5359569,132,2017-07-19,11:01:40,110140,AM,3,Calm,Clear,Warm,3out8,,LateMorning,Morning,MR,BL
149.193,A3722,No,1,22,279217,5359445,259,2017-07-22,10:03:53,100353,AM,1,Mild,Clear,Mild,8out8,Very strong,LateMorning,Morning,MR,BL
149.193,A3722,No,3,22,278952,5359714,157,2017-07-22,10:46:56,104656,AM,2,Calm,Clear,Warm,8out8,,LateMorning,Morning,MR,BL
149.193,A3722,No,4,22,278747,5359797,137,2017-07-22,11:10:54,111054,AM,3,Calm,Drizzle,Mild,8out8,Triangulated ,LateMorning,Morning,MR,BL
149.193,A3722,No,1,22,279214,5359445,272,2017-07-24,9:54:51,95451,AM,1,Strong,Clear,Mild,1out8,,EarlyMorning,Morning,MR,BL
149.193,A3722,No,2,22,279244,5359799,222,2017-07-24,10:34:46,103446,AM,2,Strong,Clear,Mild,1out8,,LateMorning,Morning,MR,BL
149.193,A3722,No,3,22,278979,5359907,173,2017-07-24,11:15:14,111514,AM,3,Strong,Clear,Warm,2out8,,LateMorning,Morning,MR,BL
149.193,A3722,No,6,22,279243,5359794,,2017-08-16,11:39:30,113930,AM,,,,,,Not heard,LateMorning,Morning,MR,BL
149.193,A3722,No,1,22,279214,5359444,,2017-08-16,12:22:36,122236,PM,,,,,,Not heard,EarlyAfternoon,Afternoon,MR,BL
149.193,A3722,No,7,22,278558,5359951,,2017-08-16,13:22:53,132253,PM,,,,,,Not heard,EarlyAfternoon,Afternoon,MR,BL
149.193,A3722,,1,22,279215,5359443,,2017-08-19,16:02:47,160247,PM,,Calm,Clear,Warm,7out8,Not heard ,LateAfternoon,Afternoon,MR,BL
149.193,A3722,,7,22,279146,5359872,,2017-08-19,17:06:21,170621,PM,,Calm,Clear,Mild,1out8,Not heard,EarlyEvening,Evening,MR,BL
149.193,A3722,No,1,22,279215,5359445,,2017-08-20,9:26:00,92600,AM,,Mild,Clear,Mild,8out8,Not heard,EarlyMorning,Morning,MR,BL
149.193,A3722,No,3,22,278991,5360036,,2017-08-20,10:31:00,103100,AM,,Mild,Clear,Warm,5out8,Not heard,LateMorning,Morning,MR,BL
149.193,A3722,,1,22,279213,5359444,,2017-08-22,14:00:41,140041,PM,,Very Strong,Clear,Warm,1out8,Not heard,EarlyAfternoon,Afternoon,MR,BL
149.313,A3704,No,1,22,279216,5359450,6,2017-06-25,6:43:00,64300,AM,1,Mild,Clear,Mild,4out8,Taken on notebook as fieldform was not working,EarlyMorning,Morning,MR,BL
149.313,A3704,No,2,22,279216,5360024,138,2017-06-25,7:19:00,71900,AM,2,Mild,Clear,Mild,4out8,Taken on notebook as fieldform was not working,EarlyMorning,Morning,MR,BL
149.313,A3704,No,3,22,279022,5359577,44,2017-06-25,8:01:00,80100,AM,3,Mild,Clear,Mild,4out8,Taken on notebook as fieldform was not working,EarlyMorning,Morning,MR,BL
149.313,A3704,No,1,22,279212,5359444,352,2017-06-26,6:48:53,64853,AM,1,Calm,Clear,Warm,1out8,,EarlyMorning,Morning,MR,BL
149.313,A3704,No,2,22,279220,5360025,148,2017-06-26,7:26:39,72639,AM,2,Calm,Clear,Warm,1out8,Very strong signal,EarlyMorning,Morning,MR,BL
149.313,A3704,Yes,4,22,279033,5359568,80,2017-06-26,8:32:32,83232,AM,4,Calm,Clear,Warm,1out8,,EarlyMorning,Morning,MR,BL
149.313,A3704,No,4,22,278746,5359793,92,2017-06-26,8:57:37,85737,AM,4,Calm,Clear,Warm,1out8,,EarlyMorning,Morning,MR,BL
149.313,A3704,No,1,22,279215,5359447,5,2017-06-27,18:32:44,183244,PM,1,Strong,Clear,Mild,1out8,,LateEvening,Evening,MR,BL
149.313,A3704,Yes,2,22,279221,5360024,154,2017-06-27,19:12:31,191231,PM,2,Mild,Clear,Warm,1out8,Very strong,LateEvening,Evening,MR,BL
149.313,A3704,No,3,22,279037,5359562,27,2017-06-27,19:58:04,195804,PM,3,Calm,Clear,Mild,1out8,,LateEvening,Evening,MR,BL
149.313,A3704,No,1,22,279213,5359444,356,2017-06-28,7:05:11,70511,AM,1,Calm,Clear,Mild,8out8,,EarlyMorning,Morning,MR,BL
149.313,A3704,No,2,22,279188,5360019,133,2017-06-28,7:41:53,74153,AM,2,Calm,Clear,Mild,8out8,Very strong,EarlyMorning,Morning,MR,BL
149.313,A3704,No,3,22,278923,5359524,38,2017-06-28,8:36:07,83607,AM,3,Calm,Clear,Mild,8out8,,EarlyMorning,Morning,MR,BL
149.313,A3704,No,1,22,279212,5359446,283,2017-07-16,10:10:52,101052,AM,1,Mild,Clear,Warm,1out8,,LateMorning,Morning,MR,BL
149.313,A3704,No,2,22,278951,5359709,175,2017-07-16,10:56:02,105602,AM,2,Mild,Clear,Warm,1out8,,LateMorning,Morning,MR,BL
149.313,A3704,No,3,22,278647,5359881,130,2017-07-16,11:47:18,114718,AM,3,Calm,Clear,Warm,1out8,,LateMorning,Morning,MR,BL
149.313,A3704,Yes,1,22,279214,5359445,356,2017-07-19,9:25:05,92505,AM,1,Mild,Clear,Mild,7out8,Was dead,EarlyMorning,Morning,MR,BL
149.313,A3704,Yes,2,22,278951,5359713,84,2017-07-19,10:09:09,100909,AM,2,Calm,Clear,Warm,6out8,Was dead,LateMorning,Morning,MR,BL
149.313,A3704,Yes,4,22,278808,5359569,48,2017-07-19,10:58:12,105812,AM,3,Calm,Clear,Warm,3out8,Was dead,LateMorning,Morning,MR,BL
149.313,A3704,No,6,22,279214,5359447,19,2017-07-19,16:45:56,164556,PM,1,Mild,Clear,Warm,7out8,Was alive in the morning,EarlyEvening,Evening,MR,BL
149.313,A3704,No,8,22,278860,5359958,103,2017-07-19,18:04:17,180417,PM,3,Calm,Clear,Warm,5out8,Triangulated,LateEvening,Evening,MR,BL
149.313,A3704,No,7,22,278949,5359713,71,2017-07-19,18:06:57,180657,PM,2,Mild,Clear,Warm,7out8,Forgot to record,LateEvening,Evening,MR,BL
149.313,A3704,Yes,1,22,279217,5359445,347,2017-07-22,10:01:04,100104,AM,1,Mild,Clear,Mild,8out8,Was dead,LateMorning,Morning,MR,BL
149.313,A3704,No,3,22,278952,5359714,78,2017-07-22,10:46:43,104643,AM,2,Calm,Clear,Warm,8out8,,LateMorning,Morning,MR,BL
149.313,A3704,No,4,22,278747,5359797,99,2017-07-22,11:10:25,111025,AM,3,Calm,Drizzle,Mild,8out8,Triangulated ,LateMorning,Morning,MR,BL
149.313,A3704,No,1,22,279214,5359445,359,2017-07-24,9:52:18,95218,AM,1,Strong,Clear,Mild,1out8,,EarlyMorning,Morning,MR,BL
149.313,A3704,No,2,22,279244,5359799,186,2017-07-24,10:32:28,103228,AM,2,Strong,Clear,Mild,1out8,,LateMorning,Morning,MR,BL
149.313,A3704,No,3,22,278979,5359907,95,2017-07-24,11:11:05,111105,AM,3,Strong,Clear,Warm,2out8,,LateMorning,Morning,MR,BL
149.313,A3704,No,6,22,279243,5359794,190,2017-08-16,11:38:17,113817,AM,1,,,,,Very strong ,LateMorning,Morning,MR,BL
149.313,A3704,No,1,22,279214,5359444,321,2017-08-16,12:05:49,120549,PM,2,,,,,,EarlyAfternoon,Afternoon,MR,BL
149.313,A3704,No,5,22,278934,5359533,76,2017-08-16,12:31:31,123131,PM,3,,,,,,EarlyAfternoon,Afternoon,MR,BL
149.313,A3704,No,2,22,278949,5359714,126,2017-08-16,12:50:13,125013,PM,4,Calm,Clear,Warm,5out8,,EarlyAfternoon,Afternoon,MR,BL
149.313,A3704,No,1,22,279215,5359443,5,2017-08-19,16:00:16,160016,PM,1,Calm,Clear,Warm,7out8,,LateAfternoon,Afternoon,MR,BL
149.313,A3704,No,6,22,278935,5359538,68,2017-08-19,16:29:07,162907,PM,2,Calm,Clear,Mild,1out8,,LateAfternoon,Afternoon,MR,BL
149.313,A3704,No,7,22,279146,5359872,150,2017-08-19,16:56:00,165600,PM,3,Calm,Clear,Mild,1out8,,EarlyEvening,Evening,MR,BL
149.313,A3704,No,1,22,279215,5359445,16,2017-08-20,9:23:17,92317,AM,1,Mild,Clear,Mild,8out8,,EarlyMorning,Morning,MR,BL
149.313,A3704,No,2,22,279141,5359873,142,2017-08-20,9:38:12,93812,AM,2,Mild,Clear,Mild,8out8,,EarlyMorning,Morning,MR,BL
149.313,A3704,No,5,22,278733,5359800,106,2017-08-20,11:27:50,112750,AM,3,Mild,Clear,Warm,2out8,Faint,LateMorning,Morning,MR,BL
149.313,A3704,No,7,22,279024,5359485,60,2017-08-20,12:35:44,123544,PM,4,Mild,Clear,Warm,8out8,,EarlyAfternoon,Afternoon,MR,BL
149.313,A3704,No,1,22,279213,5359444,4,2017-08-22,13:54:04,135404,PM,1,Very Strong,Clear,Warm,1out8,,EarlyAfternoon,Afternoon,MR,BL
149.313,A3704,No,2,22,278950,5359713,95,2017-08-22,14:42:20,144220,PM,2,Very Strong,Clear,Warm,1out8,,LateAfternoon,Afternoon,MR,BL
149.313,A3704,No,6,22,279145,5359872,143,2017-08-22,16:47:00,164700,PM,3,Strong,Clear,Warm,1out8,,EarlyEvening,Evening,MR,BL
149.313,A3704,No,7,22,279327,5359466,340,2017-08-22,17:17:25,171725,PM,4,Strong,Clear,Warm,1out8,,EarlyEvening,Evening,MR,BL
149.313,A3704,No,1,22,279215,5359442,357,2017-08-23,10:35:29,103529,AM,1,Calm,Clear,Warm,8out8,,LateMorning,Morning,MR,BL
149.313,A3704,No,2,22,278950,5359715,80,2017-08-23,11:15:41,111541,AM,2,Mild,Clear,Warm,8out8,,LateMorning,Morning,MR,BL
149.313,A3704,No,5,22,278844,5359888,111,2017-08-23,12:53:19,125319,PM,3,Mild,Clear,Warm,2out8,,EarlyAfternoon,Afternoon,MR,BL
149.333,A3721,No,1,22,279216,5359450,,2017-06-25,6:43:00,64300,AM,1,Mild,Clear,Mild,4out8,"Silent, Taken on notebook as fieldform was not working",EarlyMorning,Morning,MR,BL
149.333,A3721,No,2,22,279216,5360024,303,2017-06-25,7:19:00,71900,AM,2,Mild,Clear,Mild,4out8,Taken on notebook as fieldform was not working,EarlyMorning,Morning,MR,BL
149.333,A3721,No,3,22,279022,5359577,,2017-06-25,8:01:00,80100,AM,3,Mild,Clear,Mild,4out8,"Silent, Taken on notebook as fieldform was not working",EarlyMorning,Morning,MR,BL
149.333,A3721,No,2,22,279220,5360025,286,2017-06-26,7:18:50,71850,AM,2,Calm,Clear,Warm,1out8,,EarlyMorning,Morning,MR,BL
149.333,A3721,No,2,22,278746,5359793,6,2017-06-26,9:00:11,90011,AM,2,Calm,Clear,Warm,1out8,,EarlyMorning,Morning,MR,BL
149.333,A3721,No,3,22,278608,5359911,38,2017-06-26,10:18:58,101858,AM,3,Calm,Clear,Warm,1out8,,LateMorning,Morning,MR,BL
149.333,A3721,No,1,22,279215,5359447,324,2017-06-27,18:39:55,183955,PM,1,Strong,Clear,Mild,1out8,Very strong,LateEvening,Evening,MR,BL
149.333,A3721,No,2,22,279221,5360024,254,2017-06-27,19:13:49,191349,PM,2,Mild,Clear,Warm,1out8,,LateEvening,Evening,MR,BL
149.333,A3721,No,3,22,279037,5359562,16,2017-06-27,19:58:22,195822,PM,,Calm,Clear,Mild,1out8,"Very weak, not on map",LateEvening,Evening,MR,BL
149.333,A3721,No,4,22,278833,5359753,0,2017-06-27,20:28:21,202821,PM,3,Calm,Clear,Mild,1out8,,LateEvening,Evening,MR,BL
149.333,A3721,No,1,22,279213,5359444,313,2017-06-28,7:10:11,71011,AM,1,Calm,Clear,Mild,8out8,Very weak,EarlyMorning,Morning,MR,BL
149.333,A3721,No,2,22,279188,5360019,284,2017-06-28,7:48:04,74804,AM,2,Calm,Clear,Mild,8out8,,EarlyMorning,Morning,MR,BL
149.333,A3721,No,3,22,278923,5359524,356,2017-06-28,8:41:46,84146,AM,3,Calm,Clear,Mild,8out8,Very weak,EarlyMorning,Morning,MR,BL
149.333,A3721,Yes,4,22,278832,5359748,41,2017-06-28,9:22:42,92242,AM,4,Calm,Clear,Mild,8out8,,EarlyMorning,Morning,MR,BL
149.333,A3721,No,1,22,279212,5359446,320,2017-07-16,10:16:11,101611,AM,1,Mild,Clear,Warm,1out8,Very faint,LateMorning,Morning,MR,BL
149.333,A3721,No,2,22,278951,5359709,324,2017-07-16,11:03:54,110354,AM,2,Mild,Clear,Warm,1out8,,LateMorning,Morning,MR,BL
149.333,A3721,No,3,22,278647,5359881,41,2017-07-16,11:54:57,115457,AM,3,Calm,Clear,Warm,1out8,,LateMorning,Morning,MR,BL
149.333,A3721,No,1,22,279214,5359445,320,2017-07-19,9:31:51,93151,AM,1,Mild,Clear,Mild,7out8,Faint,EarlyMorning,Morning,MR,BL
149.333,A3721,No,2,22,278951,5359713,300,2017-07-19,10:12:43,101243,AM,2,Calm,Clear,Warm,6out8,,LateMorning,Morning,MR,BL
149.333,A3721,No,4,22,278808,5359569,25,2017-07-19,11:04:16,110416,AM,3,Calm,Clear,Warm,3out8,Triangulated,LateMorning,Morning,MR,BL
149.333,A3721,No,1,22,279217,5359445,312,2017-07-22,10:03:35,100335,AM,1,Mild,Clear,Mild,8out8,,LateMorning,Morning,MR,BL
149.333,A3721,No,4,22,278747,5359797,9,2017-07-22,11:18:29,111829,AM,2,Calm,Drizzle,Mild,8out8,,LateMorning,Morning,MR,BL
